"Index","Date","Promotion","Match","CageMatchRating","CageMatchRatingVotes","WONStarRating","Opponent.1","Opponent.2"
8039,2025-11-29,"WWE","AJ Lee, Alexa Bliss, Charlotte Flair, IYO SKY & Rhea Ripley vs. Asuka, Becky Lynch, Kairi Sane, Lash Legend & Nia Jax",5.23,373,2.75,"AJ Lee, Alexa Bliss, Charlotte Flair, IYO SKY & Rhea Ripley","Asuka, Becky Lynch, Kairi Sane, Lash Legend & Nia Jax"
8038,2025-11-24,"WWE","Akira Tozawa & Otis vs. Brutus Creed & Julius Creed",NA,NA,NA,"Akira Tozawa & Otis","Brutus Creed & Julius Creed"
8037,2025-11-24,"WWE","Ivy Nile vs. Thea Hail",NA,NA,NA,"Ivy Nile","Thea Hail"
8036,2025-11-24,"WWE","JD McDonagh vs. Rey Mysterio",6.52,98,NA,"JD McDonagh","Rey Mysterio"
8035,2025-11-24,"WWE","Drew McIntyre & Logan Paul vs. Jey Uso & Jimmy Uso",5.04,95,NA,"Drew McIntyre & Logan Paul","Jey Uso & Jimmy Uso"
8034,2025-11-24,"WWE","Carmelo Hayes vs. Gunther",8.14,245,4.25,"Carmelo Hayes","Gunther"
8033,2025-11-21,"WWE","Finn Balor vs. Penta",6.4,110,NA,"Finn Balor","Penta"
8032,2025-11-21,"WWE","Bronson Reed vs. Carmelo Hayes",7.34,140,NA,"Bronson Reed","Carmelo Hayes"
8031,2025-11-21,"WWE","Axiom & Nathan Frazer vs. Johnny Gargano & Tommaso Ciampa",6.63,105,NA,"Axiom & Nathan Frazer","Johnny Gargano & Tommaso Ciampa"
8030,2025-11-21,"WWE","Alex Shelley, Chris Sabin, Rey Fenix  , Sami Zayn & Shinsuke Nakamura vs. JC Mateo, Solo Sikoa, Talla Tonga, Tama Tonga & Tonga Loa",6.47,102,NA,"Alex Shelley, Chris Sabin, Rey Fenix  , Sami Zayn & Shinsuke Nakamura","JC Mateo, Solo Sikoa, Talla Tonga, Tama Tonga & Tonga Loa"
8029,2025-11-21,"WWE","LA Knight vs. The Miz",5.4,87,NA,"LA Knight","The Miz"
8028,2025-11-21,"WWE","Asuka vs. Charlotte Flair",6.26,88,NA,"Asuka","Charlotte Flair"
8027,2025-11-21,"WWE","Jey Uso vs. Rusev",3.65,92,NA,"Jey Uso","Rusev"
8026,2025-11-21,"WWE","Ilja Dragunov vs. JD McDonagh",8.28,228,4.25,"Ilja Dragunov","JD McDonagh"
8025,2025-11-18,"WWE","Myles Borne vs. Trick Williams",5.27,65,NA,"Myles Borne","Trick Williams"
8024,2025-11-18,"WWE","Dion Lennox & Osiris Griffin vs. Je'Von Evans & Leon Slater",6.47,85,NA,"Dion Lennox & Osiris Griffin","Je'Von Evans & Leon Slater"
8023,2025-11-18,"WWE","Jackson Drake vs. Sean Legacy",6.87,75,3.75,"Jackson Drake","Sean Legacy"
8022,2025-11-18,"WWE","Jordynne Grace vs. Kelani Jordan vs. Lei Ying Lee",7.12,72,NA,"Jordynne Grace","Kelani Jordan, Lei Ying Lee,"
8021,2025-11-18,"WWE","Kendal Grey vs. Lainey Reid",6.77,78,NA,"Kendal Grey","Lainey Reid"
8020,2025-11-18,"WWE","Chelsea Green & Ethan Page vs. Joe Hendry & Thea Hail",6.19,88,NA,"Chelsea Green & Ethan Page","Joe Hendry & Thea Hail"
8019,2025-11-18,"WWE","Fallon Henley vs. Zaria",5.3,68,NA,"Fallon Henley","Zaria"
8018,2025-11-18,"WWE","Jacy Jayne vs. Tatum Paxley",7.24,109,NA,"Jacy Jayne","Tatum Paxley"
8017,2025-11-18,"WWE","Blake Monroe vs. Sol Ruca",7.35,119,NA,"Blake Monroe","Sol Ruca"
8016,2025-11-17,"WWE","Dolph Ziggler vs. Solo Sikoa",6.25,172,NA,"Dolph Ziggler","Solo Sikoa"
8015,2025-11-17,"WWE","Becky Lynch vs. Maxxine Dupri",5.93,165,NA,"Becky Lynch","Maxxine Dupri"
8014,2025-11-17,"WWE","Otis vs. Rusev",5.22,8,NA,"Otis","Rusev"
8013,2025-11-17,"WWE","Dominik Mysterio, Finn Balor & JD McDonagh vs. John Cena, Rey Mysterio & Sheamus",7.4,230,3.5,"Dominik Mysterio, Finn Balor & JD McDonagh","John Cena, Rey Mysterio & Sheamus"
8012,2025-11-17,"WWE","Gunther vs. Je'Von Evans",8.19,319,4.25,"Gunther","Je'Von Evans"
8011,2025-11-14,"WWE","Charlie Dempsey vs. Timothy Thatcher",7.8,59,NA,"Charlie Dempsey","Timothy Thatcher"
8010,2025-11-14,"WWE","Chantel Monroe vs. Wendy Choo",6.25,15,NA,"Chantel Monroe","Wendy Choo"
8009,2025-11-14,"WWE","Bronson Reed vs. Cody Rhodes",4.03,113,NA,"Bronson Reed","Cody Rhodes"
8008,2025-11-14,"WWE","Aaron Rourke, Cappuccino Jones & Eli Knight vs. Brad Baylor, Jackson Drake & Ricky Smokes",6.65,22,NA,"Aaron Rourke, Cappuccino Jones & Eli Knight","Brad Baylor, Jackson Drake & Ricky Smokes"
8007,2025-11-14,"WWE","Aaron Rourke, Cappuccino Jones, Marcus Mathers, Mike Cunningham & Sam Holloway vs. Braxton Cole, Brooks Jensen, Kam Hendrix & Keanu Carver",6.3,9,NA,"Aaron Rourke, Cappuccino Jones, Marcus Mathers, Mike Cunningham & Sam Holloway","Braxton Cole, Brooks Jensen, Kam Hendrix & Keanu Carver"
8006,2025-11-14,"WWE","Jackson Drake vs. Sean Legacy",8.06,31,NA,"Jackson Drake","Sean Legacy"
8005,2025-11-14,"WWE","LA Knight vs. Zack Ryder",6.14,124,NA,"LA Knight","Zack Ryder"
8004,2025-11-14,"WWE","Sean Legacy vs. Tate Wilder",5.5,13,NA,"Sean Legacy","Tate Wilder"
8003,2025-11-14,"WWE","Dante Chen vs. Drake Morreaux",4.71,13,NA,"Dante Chen","Drake Morreaux"
8002,2025-11-14,"WWE","Axiom vs. Ilja Dragunov",7.55,192,NA,"Axiom","Ilja Dragunov"
8001,2025-11-14,"WWE","Jey Uso vs. The Miz",5.58,129,NA,"Jey Uso","The Miz"
8000,2025-11-11,"WWE","Alba Fyre vs. Thea Hail",6.06,53,NA,"Alba Fyre","Thea Hail"
7999,2025-11-11,"WWE","Ricky Saints vs. Trick Williams",7.93,124,4.25,"Ricky Saints","Trick Williams"
7998,2025-11-11,"WWE","Josh Briggs vs. Tavion Heights",5.85,53,3.5,"Josh Briggs","Tavion Heights"
7997,2025-11-10,"WWE","Raquel Rodriguez vs. Stephanie Vaquer",5.81,122,NA,"Raquel Rodriguez","Stephanie Vaquer"
7996,2025-11-10,"WWE","Alexa Bliss & Charlotte Flair vs. Asuka & Kairi Sane",7.08,151,NA,"Alexa Bliss & Charlotte Flair","Asuka & Kairi Sane"
7995,2025-11-10,"WWE","Sheamus vs. Shinsuke Nakamura",6.5,124,NA,"Sheamus","Shinsuke Nakamura"
7994,2025-11-10,"WWE","Dominik Mysterio vs. John Cena",7.21,247,3.5,"Dominik Mysterio","John Cena"
7993,2025-11-10,"WWE","Damian Priest vs. Rusev",5.19,133,NA,"Damian Priest","Rusev"
7992,2025-11-10,"WWE","Akira Tozawa & Otis vs. Kofi Kingston & Xavier Woods",NA,NA,NA,"Akira Tozawa & Otis","Kofi Kingston & Xavier Woods"
7991,2025-11-07,"WWE","Charlotte Flair vs. Nia Jax",4.55,96,NA,"Charlotte Flair","Nia Jax"
7990,2025-11-07,"WWE","Rey Fenix   vs. Talla Tonga",4.38,92,NA,"Rey Fenix","Talla Tonga"
7989,2025-11-07,"WWE","Aleister Black vs. Cody Rhodes",5.94,88,NA,"Aleister Black","Cody Rhodes"
7988,2025-11-07,"WWE","Carmelo Hayes vs. Kit Wilson",5.79,13,NA,"Carmelo Hayes","Kit Wilson"
7987,2025-11-07,"WWE","Ilja Dragunov vs. Johnny Gargano",7.13,175,3.75,"Ilja Dragunov","Johnny Gargano"
7986,2025-11-04,"WWE","Fallon Henley, Jacy Jayne & Lainey Reid vs. Izzi Dame, Lola Vice & Tatum Paxley",6.88,74,NA,"Fallon Henley, Jacy Jayne & Lainey Reid","Izzi Dame, Lola Vice & Tatum Paxley"
7985,2025-11-04,"WWE","El Grande Americano  vs. Josh Briggs",5.87,51,NA,"El Grande Americano","Josh Briggs"
7984,2025-11-04,"WWE","Je'Von Evans vs. Saquon Shugars",7.01,74,NA,"Je'Von Evans","Saquon Shugars"
7983,2025-11-03,"WWE","AJ Styles & Dragon Lee   vs. Finn Balor & JD McDonagh",7.37,123,NA,"AJ Styles & Dragon Lee","Finn Balor & JD McDonagh"
7982,2025-11-03,"WWE","Grayson Waller vs. Otis",NA,NA,NA,"Grayson Waller","Otis"
7981,2025-11-03,"WWE","Bron Breakker & Bronson Reed vs. CM Punk & Jey Uso",4.44,96,NA,"Bron Breakker & Bronson Reed","CM Punk & Jey Uso"
7980,2025-11-03,"WWE","Asuka & Kairi Sane vs. Bayley & Lyra Valkyria",7.53,132,NA,"Asuka & Kairi Sane","Bayley & Lyra Valkyria"
7979,2025-11-03,"WWE","Nikki Bella & Stephanie Vaquer vs. Raquel Rodriguez & Roxanne Perez",5.79,104,NA,"Nikki Bella & Stephanie Vaquer","Raquel Rodriguez & Roxanne Perez"
7978,2025-11-03,"WWE","El Grande Americano  vs. Penta",6.26,96,NA,"El Grande Americano","Penta"
7977,2025-11-01,"WWE","Dominik Mysterio vs. Penta vs. Rusev",6.67,226,3.5,"Dominik Mysterio","Penta, Rusev,"
7976,2025-11-01,"WWE","CM Punk vs. Jey Uso",5.4,276,4,"CM Punk","Jey Uso"
7975,2025-11-01,"WWE","Cody Rhodes vs. Drew McIntyre",6.05,247,3.75,"Cody Rhodes","Drew McIntyre"
7974,2025-11-01,"WWE","Jade Cargill vs. Tiffany Stratton",4.07,233,1.75,"Jade Cargill","Tiffany Stratton"
7973,2025-10-31,"WWE","Kiana James vs. Michin",NA,NA,NA,"Kiana James","Michin"
7972,2025-10-31,"WWE","Alexa Bliss vs. Nia Jax",4.11,81,NA,"Alexa Bliss","Nia Jax"
7971,2025-10-31,"WWE","Alex Shelley & Chris Sabin vs. JC Mateo & Tama Tonga",5.33,72,NA,"Alex Shelley & Chris Sabin","JC Mateo & Tama Tonga"
7970,2025-10-31,"WWE","Ilja Dragunov vs. Nathan Frazer",8.49,243,4.5,"Ilja Dragunov","Nathan Frazer"
7969,2025-10-28,"WWE","Myles Borne vs. Tavion Heights",6.08,50,NA,"Myles Borne","Tavion Heights"
7968,2025-10-28,"WWE","Jordynne Grace vs. Kelani Jordan",6.86,77,NA,"Jordynne Grace","Kelani Jordan"
7967,2025-10-28,"WWE","Kendal Grey vs. Lash Legend",6.54,64,NA,"Kendal Grey","Lash Legend"
7966,2025-10-27,"WWE","Penta vs. Rusev",6.19,103,NA,"Penta","Rusev"
7965,2025-10-27,"WWE","Nikki Bella vs. Roxanne Perez",5.63,100,NA,"Nikki Bella","Roxanne Perez"
7964,2025-10-27,"WWE","Bron Breakker vs. LA Knight",6.62,102,NA,"Bron Breakker","LA Knight"
7963,2025-10-27,"WWE","Akira Tozawa & Otis vs. Bronco Nima & Lucien Price",5.56,8,NA,"Akira Tozawa & Otis","Bronco Nima & Lucien Price"
7962,2025-10-27,"WWE","Alexa Bliss & Charlotte Flair vs. Bayley & Lyra Valkyria",8.13,205,4.25,"Alexa Bliss & Charlotte Flair","Bayley & Lyra Valkyria"
7961,2025-10-27,"WWE","JD McDonagh vs. Sheamus",7.4,138,3.5,"JD McDonagh","Sheamus"
7960,2025-10-25,"WWE","Jacy Jayne vs. Tatum Paxley",7.69,194,3.75,"Jacy Jayne","Tatum Paxley"
7959,2025-10-25,"WWE","Ricky Saints vs. Trick Williams",5.28,161,3.25,"Ricky Saints","Trick Williams"
7958,2025-10-25,"WWE","Brother Nero & Matt Hardy vs. Dion Lennox & Osiris Griffin",5.89,173,4.25,"Brother Nero & Matt Hardy","Dion Lennox & Osiris Griffin"
7957,2025-10-25,"WWE","Je'Von Evans & Leon Slater vs. La Parka     & Mr. Iguana",6.67,179,2.75,"Je'Von Evans & Leon Slater","La Parka     & Mr. Iguana"
7956,2025-10-25,"WWE","Blake Monroe vs. Zaria",6.11,171,3.5,"Blake Monroe","Zaria"
7955,2025-10-25,"WWE","El Hijo de Dr. Wagner Jr. vs. Ethan Page",8.07,222,4.25,"El Hijo de Dr. Wagner Jr.","Ethan Page"
7954,2025-10-24,"WWE","Angel    & Berto  vs. Angelo Dawkins & Montez Ford",NA,NA,NA,"Angel    & Berto","Angelo Dawkins & Montez Ford"
7953,2025-10-24,"WWE","Kiana James vs. Tiffany Stratton",6.05,100,NA,"Kiana James","Tiffany Stratton"
7952,2025-10-24,"WWE","Aleister Black vs. Ilja Dragunov",7.44,178,3.5,"Aleister Black","Ilja Dragunov"
7951,2025-10-24,"WWE","JC Mateo & Tama Tonga vs. Rey Fenix   & Shinsuke Nakamura",5.52,94,3.5,"JC Mateo & Tama Tonga","Rey Fenix   & Shinsuke Nakamura"
7950,2025-10-24,"WWE","Drew McIntyre vs. Jimmy Uso",6.7,93,3.75,"Drew McIntyre","Jimmy Uso"
7949,2025-10-21,"WWE","Channing Lorenzo vs. Leon Slater",5.82,56,NA,"Channing Lorenzo","Leon Slater"
7948,2025-10-21,"WWE","Izzi Dame & Tatum Paxley vs. Jacy Jayne & Lainey Reid",6.38,60,NA,"Izzi Dame & Tatum Paxley","Jacy Jayne & Lainey Reid"
7947,2025-10-20,"WWE","Dominik Mysterio vs. Rusev",6.02,121,NA,"Dominik Mysterio","Rusev"
7946,2025-10-20,"WWE","AJ Styles & Dragon Lee   vs. Finn Balor & JD McDonagh",7.98,203,4.25,"AJ Styles & Dragon Lee","Finn Balor & JD McDonagh"
7945,2025-10-20,"WWE","Roxanne Perez vs. Stephanie Vaquer",6.58,117,NA,"Roxanne Perez","Stephanie Vaquer"
7944,2025-10-20,"WWE","Ivy Nile vs. Lyra Valkyria",6.57,13,NA,"Ivy Nile","Lyra Valkyria"
7943,2025-10-20,"WWE","Becky Lynch vs. Maxxine Dupri",6.5,131,NA,"Becky Lynch","Maxxine Dupri"
7942,2025-10-20,"WWE","AJ Styles vs. Akira Tozawa vs. Dominik Mysterio vs. Dragon Lee   vs. El Grande Americano  vs. Finn Balor vs. Grayson Waller vs. Ivar vs. JD McDonagh vs. Jey Uso vs. Jimmy Uso vs. Kofi Kingston vs. LA Knight vs. Otis vs. Penta vs. Rusev vs. Sheamus",6.17,137,NA,"AJ Styles","Akira Tozawa, Dominik Mysterio, Dragon Lee,El Grande Americano, Finn Balor, Grayson Waller, Ivar, JD McDonagh, Jey Uso, Jimmy Uso, Kofi Kingston, LA Knight, Otis, Penta, Rusev, Sheamus,"
7941,2025-10-17,"WWE","Brad Baylor & Ricky Smokes vs. Tate Wilder & Trill London",5.88,16,NA,"Brad Baylor & Ricky Smokes","Tate Wilder & Trill London"
7940,2025-10-17,"WWE","Ilja Dragunov vs. Sami Zayn",9.13,503,4.5,"Ilja Dragunov","Sami Zayn"
7939,2025-10-17,"WWE","Chantel Monroe vs. Kendal Grey",6.78,8,NA,"Chantel Monroe","Kendal Grey"
7938,2025-10-17,"WWE","Aaron Rourke & Marcus Mathers vs. Cappuccino Jones & Mike Cunningham",6.12,7,NA,"Aaron Rourke & Marcus Mathers","Cappuccino Jones & Mike Cunningham"
7937,2025-10-17,"WWE","Karmen Petrovic vs. Zena Sterling",4.62,7,NA,"Karmen Petrovic","Zena Sterling"
7936,2025-10-17,"WWE","Kali Armstrong vs. PJ Vasa",4.8,14,NA,"Kali Armstrong","PJ Vasa"
7935,2025-10-17,"WWE","Bronco Nima & Lucien Price vs. Harley Riggins & Jax Presley",5.4,14,NA,"Bronco Nima & Lucien Price","Harley Riggins & Jax Presley"
7934,2025-10-17,"WWE","Jackson Drake vs. Keanu Carver",6.88,16,NA,"Jackson Drake","Keanu Carver"
7933,2025-10-17,"WWE","Eli Knight vs. Sean Legacy",6.29,13,NA,"Eli Knight","Sean Legacy"
7932,2025-10-17,"WWE","Kit Wilson vs. Montez Ford",5.78,8,NA,"Kit Wilson","Montez Ford"
7931,2025-10-17,"WWE","Alexa Bliss & Charlotte Flair vs. Sol Ruca & Zaria",6.88,167,NA,"Alexa Bliss & Charlotte Flair","Sol Ruca & Zaria"
7930,2025-10-17,"WWE","Alex Shelley & Chris Sabin vs. Angel    & Berto",6.83,142,NA,"Alex Shelley & Chris Sabin","Angel    & Berto"
7929,2025-10-13,"WWE","Kairi Sane vs. Rhea Ripley",7.78,189,3.5,"Kairi Sane","Rhea Ripley"
7928,2025-10-13,"WWE","CM Punk vs. Jey Uso vs. LA Knight",6.75,139,3.75,"CM Punk","Jey Uso, LA Knight,"
7927,2025-10-13,"WWE","Dominik Mysterio vs. Penta",7.12,159,3.75,"Dominik Mysterio","Penta"
7926,2025-10-13,"WWE","Brutus Creed & Julius Creed vs. Erik & Ivar",5.8,9,NA,"Brutus Creed & Julius Creed","Erik & Ivar"
7925,2025-10-13,"WWE","Bayley & Lyra Valkyria vs. Raquel Rodriguez & Roxanne Perez",6.37,117,NA,"Bayley & Lyra Valkyria","Raquel Rodriguez & Roxanne Perez"
7924,2025-10-13,"WWE","Bronson Reed vs. Jimmy Uso",5.4,108,NA,"Bronson Reed","Jimmy Uso"
7923,2025-10-11,"WWE","Bronson Reed vs. Roman Reigns",6.39,432,3.5,"Bronson Reed","Roman Reigns"
7922,2025-10-11,"WWE","Stephanie Vaquer vs. Tiffany Stratton",6.95,460,3.25,"Stephanie Vaquer","Tiffany Stratton"
7921,2025-10-11,"WWE","AJ Styles vs. John Cena",8.97,766,4.75,"AJ Styles","John Cena"
7920,2025-10-11,"WWE","Asuka & Kairi Sane vs. IYO SKY & Rhea Ripley",7.55,443,4.25,"Asuka & Kairi Sane","IYO SKY & Rhea Ripley"
7919,2025-10-11,"WWE","Cody Rhodes vs. Seth Rollins",8.21,488,3.75,"Cody Rhodes","Seth Rollins"
7918,2025-10-10,"WWE","Giulia & Kiana James vs. Stephanie Vaquer & Tiffany Stratton",5.72,136,NA,"Giulia & Kiana James","Stephanie Vaquer & Tiffany Stratton"
7917,2025-10-10,"WWE","Angelo Dawkins & Montez Ford vs. Dexter Lumis & Joe Gacy",5.5,134,NA,"Angelo Dawkins & Montez Ford","Dexter Lumis & Joe Gacy"
7916,2025-10-10,"WWE","Grayson Waller vs. Rey Fenix",6.47,14,NA,"Grayson Waller","Rey Fenix"
7915,2025-10-10,"WWE","Sami Zayn vs. Shinsuke Nakamura",7.17,186,3.5,"Sami Zayn","Shinsuke Nakamura"
7914,2025-10-10,"WWE","Aleister Black vs. Damian Priest",7.98,218,3.75,"Aleister Black","Damian Priest"
7913,2025-10-07,"WWE","Blake Monroe vs. Zaria",6.18,60,NA,"Blake Monroe","Zaria"
7912,2025-10-07,"WWE","Frankie Kazarian, Leon Slater, Mike Santana & Moose     vs. Je'Von Evans, Myles Borne, Ricky Saints & Trick Williams",6.83,132,3.75,"Frankie Kazarian, Leon Slater, Mike Santana & Moose","Je'Von Evans, Myles Borne, Ricky Saints & Trick Williams"
7911,2025-10-07,"WWE","Ethan Page vs. Mustafa Ali",8.18,206,4.25,"Ethan Page","Mustafa Ali"
7910,2025-10-07,"WWE","Arianna Grace vs. Cassie Lee vs. Heather By Elegance vs. Izzi Dame vs. Jaida Parker vs. Jessie McKay vs. Jordynne Grace vs. Kali Armstrong vs. Karmen Petrovic vs. Kelani Jordan vs. Kendal Grey vs. Lash Legend vs. Lei Ying Lee vs. Lola Vice vs. Mara Sade vs. Tatum Paxley vs. Thea Hail vs. Victoria Crawford vs. Wren Sinclair vs. Xia Brookside vs. Zaria",6.65,64,NA,"Arianna Grace","Cassie Lee, Heather By Elegance, Izzi Dame,Jaida Parker, Jessie McKay, Jordynne Grace, Kali Armstrong, Karmen Petrovic, Kelani Jordan, Kendal Grey, Lash Legend, Lei Ying Lee, Lola Vice, Mara Sade, Tatum Paxley, Thea Hail, Victoria Crawford, Wren Sinclair, Xia Brookside,  Zaria"
7909,2025-10-07,"WWE","Dion Lennox & Osiris Griffin vs. Jeff Hardy & Matt Hardy",4.46,137,NA,"Dion Lennox & Osiris Griffin","Jeff Hardy & Matt Hardy"
7908,2025-10-07,"WWE","El Hijo de Dr. Wagner Jr. vs. Lexis King",5.6,57,NA,"El Hijo de Dr. Wagner Jr.","Lexis King"
7907,2025-10-07,"WWE","Cassie Lee, Jessie McKay, Kelani Jordan & Mara Sade vs. Jacy Jayne, Jaida Parker, Lola Vice & Sol Ruca",5.62,120,NA,"Cassie Lee, Jessie McKay, Kelani Jordan & Mara Sade","Jacy Jayne, Jaida Parker, Lola Vice & Sol Ruca"
7906,2025-10-07,"WWE","Josh Briggs vs. Matt Cardona",6.25,64,NA,"Josh Briggs","Matt Cardona"
7905,2025-10-06,"WWE","Lyra Valkyria vs. Roxanne Perez",6.34,121,NA,"Lyra Valkyria","Roxanne Perez"
7904,2025-10-06,"WWE","IYO SKY vs. Kairi Sane",7.38,168,NA,"IYO SKY","Kairi Sane"
7903,2025-10-06,"WWE","CM Punk & LA Knight vs. Jey Uso & Jimmy Uso",5.64,102,NA,"CM Punk & LA Knight","Jey Uso & Jimmy Uso"
7902,2025-10-06,"WWE","Bravo Americano & Rayo Americano vs. Erik & Ivar",5.76,16,NA,"Bravo Americano & Rayo Americano","Erik & Ivar"
7901,2025-10-06,"WWE","Becky Lynch vs. Maxxine Dupri",6.71,149,3.75,"Becky Lynch","Maxxine Dupri"
7900,2025-10-06,"WWE","AJ Styles, Dragon Lee   & Penta vs. Dominik Mysterio, Finn Balor & JD McDonagh",7.28,129,3.75,"AJ Styles, Dragon Lee   & Penta","Dominik Mysterio, Finn Balor & JD McDonagh"
7899,2025-10-03,"WWE","Aleister Black vs. Sami Zayn",7.49,149,3.5,"Aleister Black","Sami Zayn"
7898,2025-10-03,"WWE","Angel    & Berto  vs. Je'Von Evans & Rey Fenix",7.13,109,3.5,"Angel    & Berto","Je'Von Evans & Rey Fenix"
7897,2025-10-03,"WWE","Bron Breakker & Bronson Reed vs. Cody Rhodes & Randy Orton",6.56,89,3.75,"Bron Breakker & Bronson Reed","Cody Rhodes & Randy Orton"
7896,2025-09-30,"WWE","Bryce Donovan vs. Jackson Drake",6.79,32,NA,"Bryce Donovan","Jackson Drake"
7895,2025-09-30,"WWE","Je'Von Evans & Leon Slater vs. Niko Vance & Shawn Spears",7.26,83,4.25,"Je'Von Evans & Leon Slater","Niko Vance & Shawn Spears"
7894,2025-09-30,"WWE","Brooks Jensen vs. Tate Wilder",6.54,27,NA,"Brooks Jensen","Tate Wilder"
7893,2025-09-30,"WWE","Jaida Parker vs. Lash Legend",5.57,57,NA,"Jaida Parker","Lash Legend"
7892,2025-09-30,"WWE","Josh Briggs vs. Myles Borne",6.23,55,NA,"Josh Briggs","Myles Borne"
7891,2025-09-29,"WWE","AJ Styles & Dragon Lee   vs. Bravo Americano & Rayo Americano",6.1,88,NA,"AJ Styles & Dragon Lee","Bravo Americano & Rayo Americano"
7890,2025-09-29,"WWE","Kofi Kingston vs. LA Knight",5.48,80,NA,"Kofi Kingston","LA Knight"
7889,2025-09-29,"WWE","Bayley vs. Raquel Rodriguez",5.75,83,NA,"Bayley","Raquel Rodriguez"
7888,2025-09-29,"WWE","Dominik Mysterio vs. Rusev",6.28,110,NA,"Dominik Mysterio","Rusev"
7887,2025-09-29,"WWE","Bronco Nima & Lucien Price vs. Erik & Ivar",5.5,11,NA,"Bronco Nima & Lucien Price","Erik & Ivar"
7886,2025-09-29,"WWE","Bron Breakker & Bronson Reed vs. Jey Uso & Jimmy Uso",5.74,89,3.75,"Bron Breakker & Bronson Reed","Jey Uso & Jimmy Uso"
7885,2025-09-28,"WWE","Penina Tuilaepa vs. Zena Sterling",NA,NA,NA,"Penina Tuilaepa","Zena Sterling"
7884,2025-09-27,"WWE","Jacy Jayne vs. Lola Vice",7.16,189,3.5,"Jacy Jayne","Lola Vice"
7883,2025-09-27,"WWE","Oba Femi vs. Ricky Saints",7.4,214,3.5,"Oba Femi","Ricky Saints"
7882,2025-09-27,"WWE","Ethan Page vs. Tavion Heights",6.19,177,2.75,"Ethan Page","Tavion Heights"
7881,2025-09-27,"WWE","Blake Monroe vs. Jordynne Grace",7.72,235,3,"Blake Monroe","Jordynne Grace"
7880,2025-09-27,"WWE","Je'Von Evans vs. Josh Briggs",7.63,204,4.25,"Je'Von Evans","Josh Briggs"
7879,2025-09-26,"WWE","B-Fab & Michin vs. Giulia & Kiana James",5.42,95,NA,"B-Fab & Michin","Giulia & Kiana James"
7878,2025-09-26,"WWE","Angelo Dawkins & Montez Ford vs. Carmelo Hayes & The Miz",6.04,83,NA,"Angelo Dawkins & Montez Ford","Carmelo Hayes & The Miz"
7877,2025-09-26,"WWE","Jade Cargill vs. Nia Jax vs. Tiffany Stratton",3.46,137,NA,"Jade Cargill","Nia Jax, Tiffany Stratton,"
7876,2025-09-26,"WWE","Axiom vs. Johnny Gargano",6.31,15,NA,"Axiom","Johnny Gargano"
7875,2025-09-26,"WWE","Brad Baylor, Jackson Drake & Ricky Smokes vs. Bronco Nima, Keanu Carver & Lucien Price",5.87,14,NA,"Brad Baylor, Jackson Drake & Ricky Smokes","Bronco Nima, Keanu Carver & Lucien Price"
7874,2025-09-26,"WWE","Laredo Kid vs. Marcus Mathers vs. Tate Wilder",6.15,12,NA,"Laredo Kid","Marcus Mathers, Tate Wilder,"
7873,2025-09-26,"WWE","Brooks Jensen vs. Mike Cunningham",5.43,13,NA,"Brooks Jensen","Mike Cunningham"
7872,2025-09-26,"WWE","Cappuccino Jones & Jack Cartwheel vs. Harley Riggins & Jax Presley",5.69,12,NA,"Cappuccino Jones & Jack Cartwheel","Harley Riggins & Jax Presley"
7871,2025-09-26,"WWE","Chantel Monroe vs. Wendy Choo",5.79,13,NA,"Chantel Monroe","Wendy Choo"
7870,2025-09-26,"WWE","Je'Von Evans vs. Sami Zayn",7.83,199,4.25,"Je'Von Evans","Sami Zayn"
7869,2025-09-23,"WWE","Dion Lennox, Osiris Griffin & Saquon Shugars vs. Joe Hendry, Kale Dixon & Uriah Connors",6.08,49,NA,"Dion Lennox, Osiris Griffin & Saquon Shugars","Joe Hendry, Kale Dixon & Uriah Connors"
7868,2025-09-23,"WWE","Lexis King vs. Myles Borne",6.8,68,3.75,"Lexis King","Myles Borne"
7867,2025-09-23,"WWE","Kali Armstrong vs. Kendal Grey",8.01,90,4,"Kali Armstrong","Kendal Grey"
7866,2025-09-23,"WWE","Oba Femi vs. Trick Williams",6.7,83,NA,"Oba Femi","Trick Williams"
7865,2025-09-22,"WWE","Bayley vs. Roxanne Perez",6.43,120,NA,"Bayley","Roxanne Perez"
7864,2025-09-22,"WWE","JD McDonagh vs. Rusev",6.46,112,NA,"JD McDonagh","Rusev"
7863,2025-09-22,"WWE","Jey Uso vs. LA Knight",5.99,103,NA,"Jey Uso","LA Knight"
7862,2025-09-22,"WWE","Akira Tozawa vs. Dragon Lee",7.27,21,NA,"Akira Tozawa","Dragon Lee"
7861,2025-09-22,"WWE","Erik, Ivar & Penta vs. Grayson Waller, Kofi Kingston & Xavier Woods",7.15,145,4,"Erik, Ivar & Penta","Grayson Waller, Kofi Kingston & Xavier Woods"
7860,2025-09-22,"WWE","Asuka vs. Rhea Ripley",8,234,4.5,"Asuka","Rhea Ripley"
7859,2025-09-20,"WWE","IYO SKY vs. Stephanie Vaquer",8.43,541,4.25,"IYO SKY","Stephanie Vaquer"
7858,2025-09-20,"WWE","Cody Rhodes vs. Drew McIntyre",6.3,376,3.75,"Cody Rhodes","Drew McIntyre"
